id,sales
3000888,5.0329986
3000889,0.30356812
3000890,5.77996
3000891,244.69345
3000892,0.33371127
3000893,336.19025
3000894,13.511927
3000895,299.79874
3000896,333.00024
3000897,155.60893
3000898,150.19937
3000899,146.55266
3000900,128.00949
3000901,23.167358
3000902,1.8743625
3000903,27.695208
3000904,31.48155
3000905,1.1318204
3000906,192.88019
3000907,14.677628
3000908,41.06396
3000909,15.73057
3000910,100.032074
3000911,6.0957913
3000912,281.73022
3000913,182.84393
3000914,3.3053029
3000915,8.563752
3000916,318.50333
3000917,64.217606
3000918,238.71405
3000919,272.21274
3000920,23.738289
3000921,1.0638946
3000922,0.055987287
3000923,3.92869
3000924,316.41666
3000925,0.055987287
3000926,108.605995
3000927,3.565078
3000928,303.91336
3000929,312.7613
3000930,260.19333
3000931,30.092854
3000932,29.173534
3000933,149.00542
3000934,4.5305977
3000935,0.29715738
3000936,10.698731
3000937,18.950819
3000938,0.14088903
3000939,162.01486
3000940,3.082618
3000941,302.54184
3000942,16.321255
3000943,27.55542
3000944,0.24857557
3000945,166.58545
3000946,185.39595
3000947,0.7231734
3000948,3.4630764
3000949,140.15453
3000950,23.682142
3000951,299.87527
3000952,172.13335
3000953,1.5555363
3000954,6.966967
3000955,0.15599804
3000956,5.698436
3000957,261.3252
3000958,0.06483543
3000959,312.41656
3000960,11.830889
3000961,210.7177
3000962,343.68787
3000963,348.21484
3000964,180.39906
3000965,77.10483
3000966,137.69034
3000967,26.630264
3000968,0.7210298
3000969,25.158617
3000970,24.22749
3000971,0.17626269
3000972,351.82986
3000973,9.369251
3000974,273.55917
3000975,11.222768
3000976,44.365627
3000977,2.0313764
3000978,272.26895
3000979,324.35178
3000980,2.5335217
3000981,15.03256
3000982,271.1694
3000983,92.00847
3000984,349.8697
3000985,94.094025
3000986,7.3640437
3000987,4.694835
3000988,0.099762276
3000989,4.6502795
3000990,355.97864
3000991,0.099762276
3000992,179.90202
3000993,9.187229
3000994,343.51382
3000995,354.2847
3000996,212.15344
3000997,53.073345
3000998,34.88604
3000999,319.20267
3001000,8.170398
3001001,0.36079642
3001002,13.333726
3001003,24.246819
3001004,0.2559933
3001005,163.90428
3001006,5.835396
3001007,290.89545
3001008,11.524761
3001009,43.47685
3001010,1.2021974
3001011,152.50584
3001012,178.4812
3001013,1.2733202
3001014,5.8534226
3001015,141.87799
3001016,29.696451
3001017,351.19748
3001018,144.03734
3001019,3.05787
3001020,4.1799784
3001021,0.099762276
3001022,4.9497075
3001023,293.70026
3001024,0.099762276
3001025,118.03769
3001026,6.310586
3001027,319.083
3001028,303.31628
3001029,153.36765
3001030,40.777355
3001031,28.07906
3001032,144.202
3001033,13.4484415
3001034,0.18466403
3001035,15.702761
3001036,17.85249
3001037,0.13426243
3001038,143.35515
3001039,1.2284168
3001040,290.89545
3001041,5.980909
3001042,66.68408
3001043,1.624778
3001044,145.97209
3001045,202.35504
3001046,0.45734322
3001047,4.419568
3001048,77.267784
3001049,19.969774
3001050,276.93277
3001051,125.29759
3001052,1.2604665
3001053,3.015868
3001054,0.09803544
3001055,4.457232
3001056,333.44858
3001057,0.09803544
3001058,165.43567
3001059,8.437144
3001060,353.7143
3001061,351.73468
3001062,258.2831
3001063,36.126972
3001064,34.40134
3001065,327.62714
3001066,9.54086
3001067,0.5318433
3001068,14.566682
3001069,26.038845
3001070,0.22369818
3001071,192.99957
3001072,1.0196981
3001073,296.23538
3001074,8.6261215
3001075,31.639301
3001076,1.775941
3001077,204.43149
3001078,253.04247
3001079,1.0372766
3001080,3.8189838
3001081,72.85584
3001082,78.00293
3001083,365.13983
3001084,192.7559
3001085,3.4637158
3001086,3.3994663
3001087,0.7578851
3001088,5.27844
3001089,298.34317
3001090,0.11768119
3001091,151.12502
3001092,3.6927667
3001093,199.01198
3001094,331.10107
3001095,262.96008
3001096,86.16346
3001097,57.85045
3001098,122.38303
3001099,7.8029237
3001100,1.1351042
3001101,15.131465
3001102,24.060242
3001103,0.27391225
3001104,224.79854
3001105,7.7101545
3001106,296.1977
3001107,12.8298855
3001108,30.741873
3001109,1.7696947
3001110,129.12996
3001111,188.97327
3001112,0.7834237
3001113,4.7697744
3001114,105.30886
3001115,41.70587
3001116,345.41772
3001117,142.27516
3001118,3.8798687
3001119,3.9250436
3001120,0.16296826
3001121,4.716295
3001122,299.3756
3001123,0.033230357
3001124,142.73672
3001125,4.765121
3001126,314.01743
3001127,237.82533
3001128,142.16153
3001129,118.45251
3001130,29.489641
3001131,150.75473
3001132,4.7710395
3001133,0.38093844
3001134,12.1951275
3001135,21.08396
3001136,0.22037382
3001137,150.16118
3001138,0.056305755
3001139,305.87674
3001140,19.33075
3001141,42.02043
3001142,1.2628256
3001143,51.358276
3001144,143.08586
3001145,0.74117804
3001146,2.601089
3001147,63.64399
3001148,33.179443
3001149,343.0953
3001150,288.13104
3001151,0.89917463
3001152,7.632851
3001153,0.49861312
3001154,4.6775646
3001155,336.88583
3001156,0.03536147
3001157,312.80716
3001158,5.178142
3001159,197.31647
3001160,317.60733
3001161,344.70267
3001162,148.18828
3001163,89.41933
3001164,138.79337
3001165,13.5274725
3001166,1.1481104
3001167,23.932074
3001168,29.486113
3001169,0.210091
3001170,274.82907
3001171,0.545592
3001172,305.5233
3001173,14.340451
3001174,53.70698
3001175,3.363211
3001176,246.63264
3001177,263.68503
3001178,1.6101278
3001179,7.291851
3001180,308.97488
3001181,50.749676
3001182,350.87845
3001183,169.93466
3001184,11.450427
3001185,3.2859557
3001186,0.3792762
3001187,5.4669876
3001188,356.769
3001189,0.035566844
3001190,341.70477
3001191,7.2058754
3001192,211.84613
3001193,342.2836
3001194,183.67052
3001195,142.97742
3001196,44.338963
3001197,323.9104
3001198,10.588248
3001199,0.853038
3001200,20.137175
3001201,23.59387
3001202,0.19980489
3001203,168.94005
3001204,9.016456
3001205,216.38193
3001206,16.706228
3001207,59.715057
3001208,1.7438979
3001209,76.01755
3001210,165.49641
3001211,3.3892598
3001212,5.852166
3001213,148.91655
3001214,56.214245
3001215,335.0482
3001216,98.634796
3001217,9.920004
3001218,5.226136
3001219,0.64408314
3001220,4.781721
3001221,341.9436
3001222,0.086828396
3001223,162.60144
3001224,6.0469637
3001225,304.58646
3001226,338.073
3001227,263.09955
3001228,39.49262
3001229,36.635574
3001230,166.32158
3001231,18.297455
3001232,1.2433758
3001233,13.893769
3001234,27.250957
3001235,0.1982557
3001236,170.12038
3001237,7.0077066
3001238,294.28683
3001239,8.174397
3001240,66.773544
3001241,2.7127657
3001242,122.64326
3001243,181.84657
3001244,1.0819564
3001245,4.5201855
3001246,96.77078
3001247,23.169527
3001248,352.7461
3001249,157.26857
3001250,3.309215
3001251,5.7397146
3001252,0.062376667
3001253,8.539805
3001254,234.02678
3001255,0.062376667
3001256,362.3264
3001257,10.437086
3001258,243.29106
3001259,346.9736
3001260,228.87793
3001261,160.10165
3001262,104.81224
3001263,130.02522
3001264,33.24222
3001265,1.3100312
3001266,20.808723
3001267,42.4917
3001268,0.1880394
3001269,256.93463
3001270,19.697416
3001271,47.50334
3001272,18.164213
3001273,84.56105
3001274,8.107932
3001275,353.6881
3001276,274.96674
3001277,7.4018106
3001278,6.72539
3001279,357.2432
3001280,102.48763
3001281,201.17963
3001282,272.36777
3001283,28.379086
3001284,6.654842
3001285,0.033230357
3001286,7.0619884
3001287,350.62762
3001288,0.033230357
3001289,330.72104
3001290,6.3774414
3001291,346.94424
3001292,348.18076
3001293,350.93634
3001294,70.78526
3001295,65.05859
3001296,328.29294
3001297,10.769645
3001298,0.30475596
3001299,21.65146
3001300,22.568176
3001301,0.0677305
3001302,292.81174
3001303,2.2721772
3001304,88.17997
3001305,13.588743
3001306,56.335
3001307,1.572505
3001308,254.7255
3001309,292.3158
3001310,3.4274056
3001311,5.2565074
3001312,250.46254
3001313,57.073147
3001314,358.39575
3001315,107.002815
3001316,11.496009
3001317,8.550829
3001318,0.4524023
3001319,5.452211
3001320,348.69376
3001321,0.033230357
3001322,343.8358
3001323,5.8090982
3001324,357.83676
3001325,350.76123
3001326,267.3789
3001327,194.50224
3001328,70.0961
3001329,326.48688
3001330,14.716841
3001331,0.7471034
3001332,30.492085
3001333,33.173416
3001334,0.22037382
3001335,268.8727
3001336,3.5923166
3001337,249.7117
3001338,17.397917
3001339,91.03578
3001340,1.8459344
3001341,100.99423
3001342,241.91133
3001343,2.7760155
3001344,5.4693584
3001345,154.84381
3001346,129.83574
3001347,340.37924
3001348,290.98605
3001349,5.174009
3001350,4.1423345
3001351,0.23990025
3001352,4.493125
3001353,309.9859
3001354,0.033230357
3001355,133.65901
3001356,7.1933885
3001357,343.13632
3001358,340.27713
3001359,146.88701
3001360,38.96185
3001361,43.329308
3001362,304.76242
3001363,9.611966
3001364,0.8389567
3001365,22.22599
3001366,24.127232
3001367,0.0677305
3001368,165.73518
3001369,1.3792683
3001370,295.37045
3001371,6.2003636
3001372,81.0418
3001373,2.1129124
3001374,101.01633
3001375,151.1515
3001376,0.9642574
3001377,5.179742
3001378,106.3976
3001379,28.326477
3001380,365.12622
3001381,157.21193
3001382,2.8460052
3001383,2.0427792
3001384,0.052100766
3001385,4.1500793
3001386,310.6187
3001387,0.12902789
3001388,268.308
3001389,9.422077
3001390,302.7024
3001391,361.4055
3001392,132.58531
3001393,45.220905
3001394,59.983467
3001395,123.9658
3001396,23.930693
3001397,0.3236264
3001398,13.279891
3001399,35.591576
3001400,0.30376232
3001401,140.05429
3001402,11.81913
3001403,217.90924
3001404,15.03816
3001405,57.184723
3001406,4.4191866
3001407,313.48035
3001408,167.351
3001409,3.0057442
3001410,5.5030036
3001411,299.20074
3001412,30.322035
3001413,163.51947
3001414,288.84625
3001415,6.8137903
3001416,2.407857
3001417,0.24893196
3001418,6.1323586
3001419,356.5577
3001420,0.15776919
3001421,338.8414
3001422,14.785453
3001423,349.58224
