id,sales
3000888,5.178632752538865
3000889,0.5747738076104167
3000890,7.499824525991913
3000891,380.3639157979292
3000892,0.5747738076104167
3000893,350.6894473764475
3000894,13.27065974792138
3000895,313.185424974829
3000896,351.7413007271012
3000897,145.06805127879608
3000898,142.53273965684554
3000899,139.8656119688228
3000900,186.03362011941067
3000901,20.520977087412337
3000902,2.0693346715977396
3000903,23.49232711588682
3000904,33.08351375518919
3000905,1.527296909775099
3000906,203.94933952065762
3000907,13.637904385361102
3000908,47.650102486828594
3000909,18.972872824770846
3000910,106.0449654728261
3000911,6.618760632502744
3000912,265.8358211442761
3000913,182.33309502255923
3000914,3.3709687834866204
3000915,8.407500397609533
3000916,296.5323236256505
3000917,61.32523516095924
3000918,161.11808841461212
3000919,212.8645625214931
3000920,23.631942490527038
3000921,0.5753788178923296
3000922,0.0
3000923,3.915080840061043
3000924,332.69977213522077
3000925,0.0
3000926,94.13329558656257
3000927,3.2533418207569227
3000928,289.41500290943173
3000929,311.6343912619822
3000930,266.24947248193126
3000931,35.160446353438715
3000932,30.533342043869634
3000933,139.0456888412319
3000934,5.321959562945919
3000935,0.06758459360464791
3000936,11.343637655448905
3000937,18.537955014965576
3000938,0.004659881202962192
3000939,165.277651633251
3000940,2.6632648027324795
3000941,255.42289191176246
3000942,10.503984976359732
3000943,35.80180733834244
3000944,0.04508176553379423
3000945,163.54867703559535
3000946,195.96619434705417
3000947,0.2147445714296223
3000948,3.4708198745672982
3000949,133.5100316758725
3000950,21.796697153825196
3000951,294.8655093959539
3000952,163.23515525611515
3000953,1.057079689612867
3000954,7.029913155778632
3000955,0.031039503635542677
3000956,5.008759721606641
3000957,149.09979579380695
3000958,0.0
3000959,339.0761092321454
3000960,10.84961834310653
3000961,148.56568261188147
3000962,347.30819488286227
3000963,340.957234650025
3000964,177.5270483066155
3000965,69.61627170796332
3000966,182.86924820838965
3000967,32.44804328356164
3000968,0.4976869224505288
3000969,25.363753238083778
3000970,27.97923093227697
3000971,0.029693935349961828
3000972,356.1707923607447
3000973,13.863040538505473
3000974,87.39143777202493
3000975,13.326878442581464
3000976,49.8899838333714
3000977,1.4057838955696351
3000978,254.3385932628545
3000979,321.64167577558925
3000980,2.4170608718951208
3000981,14.441913934905562
3000982,264.44868246440797
3000983,91.94121283931744
3000984,290.2743156400609
3000985,95.41814370067371
3000986,7.766254743080759
3000987,4.785806587189225
3000988,0.045321908066756324
3000989,4.493047311222407
3000990,291.38482653886456
3000991,0.045321908066756324
3000992,189.6745527209633
3000993,11.241454707471604
3000994,291.08669256674466
3000995,351.21514624182174
3000996,228.68134199334548
3000997,55.272692832964424
3000998,36.21560539678631
3000999,285.4489817787278
3001000,8.929032099038624
3001001,0.17154617495154958
3001002,10.40626657752733
3001003,27.444936582988568
3001004,0.11864205139412283
3001005,173.02035270181392
3001006,6.2314358453769545
3001007,255.49645219762277
3001008,13.680733525101562
3001009,48.18860362970843
3001010,0.6882173843735656
3001011,152.30980146499581
3001012,183.88295288062983
3001013,0.865234768191241
3001014,5.7909817922907605
3001015,146.79733814292302
3001016,30.813488301852857
3001017,367.3104560266626
3001018,160.93289919901312
3001019,1.8059243500426638
3001020,3.9827794151157945
3001021,0.045321908066756324
3001022,5.581769744747144
3001023,323.55703756575963
3001024,0.045321908066756324
3001025,111.65053443665458
3001026,6.422990431169829
3001027,370.7380533707045
3001028,279.9294557236202
3001029,162.65617773712358
3001030,45.77851824271376
3001031,28.6965766976554
3001032,135.89051863780836
3001033,14.010232185665012
3001034,0.07822016706329073
3001035,14.577195534643637
3001036,17.75601543168946
3001037,0.07822016706329073
3001038,143.91969925538692
3001039,0.789843535988748
3001040,255.49645219762277
3001041,11.540107860220592
3001042,63.351230610111315
3001043,1.212457973613582
3001044,145.57374038102128
3001045,203.50148239777522
3001046,0.2331232346427455
3001047,4.2506343140415845
3001048,76.71846772270858
3001049,20.112878567152737
3001050,262.81831915681875
3001051,163.3348180280104
3001052,0.08664864591301168
3001053,2.8348500602033666
3001054,0.045321908066756324
3001055,5.241171220922792
3001056,351.03562948850583
3001057,0.045321908066756324
3001058,158.03318142711507
3001059,7.884546745288692
3001060,295.45121779991905
3001061,348.9007814450607
